Time; DeltaTCP
1470316245,4158990383148193;0,021276
1470316245,5077519416809082;0,091853
1470316245,5077540874481201;2e-06
1470316245,5183990001678467;0,010618
1470316245,6062550544738770;0,0134
1470316245,6075909137725830;0,001308
1470316245,6075930595397949;2e-06
1470316245,6075940132141113;1e-06
1470316245,6089200973510742;0,001298
1470316245,6195690631866455;0,005711
1470316245,6195709705352783;0,010651
1470316245,6741490364074707;0,054578
1470316245,6741509437561035;2e-06
1470316245,6834669113159180;0,009291
1470316245,6834690570831299;2e-06
1470316245,7180800437927246;0,034587
1470316245,7180819511413574;2e-06
1470316245,7180850505828857;3e-06
1470316245,7194139957427979;0,001301
1470316245,7194159030914307;2e-06
1470316245,7194170951843262;1e-06
1470316245,7194190025329590;2e-06
1470316245,7194209098815918;2e-06
1470316245,7194221019744873;1e-06
1470316245,7194259166717529;4e-06
1470316245,7513570785522461;0,031895
1470316245,8165841102600098;0,01516
1470316245,8179159164428711;0,011654
1470316245,8179190158843994;3e-06
1470316245,8418769836425781;0,023707
1470316245,8738319873809814;0,031955
1470316245,8738350868225098;3e-06
1470316245,8738360404968262;1e-06
1470316245,8937940597534180;0,019922
1470316245,9377338886260986;0,04394
1470316245,9377369880676270;3e-06
1470316245,9510409832000732;0,013253
1470316246,0096030235290527;0,004671
1470316246,0175919532775879;0,001817
1470316246,0282480716705322;0,010656
1470316246,0282499790191650;2e-06
1470316246,0322349071502686;0,003985
1470316246,0322399139404297;5e-06
1470316246,0668489933013916;0,034572
1470316246,1453900337219238;0,078541
1470316246,1453928947448730;3e-06
1470316246,1453950405120850;2e-06
1470316246,1573669910430908;0,011942
1470316246,1919798851013184;0,023208
1470316246,2092919349670410;0,017273
1470316246,2092950344085693;3e-06
1470316246,2092990875244141;4e-06
1470316246,2093009948730469;2e-06
1470316246,2093019485473633;1e-06
1470316246,2093040943145752;2e-06
1470316246,2093060016632080;2e-06
1470316246,2093079090118408;2e-06
1470316246,2093100547790527;0,01729
1470316246,2172710895538330;0,007458
1470316246,2518808841705322;0,03267
1470316246,3224360942840576;0,070555
1470316246,3224380016326904;2e-06
1470316246,3490579128265381;0,026593
1470316246,4023079872131348;0,028625
1470316246,4023098945617676;2e-06
1470316246,4023129940032959;3e-06
1470316246,4023149013519287;0,006086
1470316246,4236049652099609;0,021243
1470316246,4928269386291504;0,015972
1470316246,4928290843963623;2e-06
1470316246,4928309917449951;2e-06
1470316246,4968171119689941;0,003955
1470316246,5580670833587646;0,06125
1470316246,5580699443817139;3e-06
1470316246,5979928970336914;0,013034
1470316246,5979940891265869;0,039862
1470316246,6392560005187988;0,010131
1470316246,6698920726776123;0,030605
1470316246,6698949337005615;3e-06
1470316246,6698970794677734;2e-06
1470316246,6698989868164062;2e-06
1470316246,6699008941650391;2e-06
1470316246,6699049472808838;4e-06
1470316246,6712050437927246;0,001224
1470316246,6712129116058350;8e-06
1470316246,6778581142425537;0,006631
1470316246,7004909515380859;0,020821
1470316246,7004930973052979;2e-06
1470316246,7311129570007324;0,030591
1470316246,7923429012298584;0,004627
1470316246,7923440933227539;0,061231
1470316246,7923460006713867;2e-06
1470316246,8522439002990723;0,010017
1470316246,8668870925903320;0,014616
1470316246,9134809970855713;0,046594
1470316246,9134829044342041;2e-06
1470316246,9361119270324707;0,022601
1470316246,9361140727996826;2e-06
1470316246,9361159801483154;2e-06
1470316246,9467630386352539;0,004277
1470316246,9667398929595947;0,019977
1470316246,9667429924011230;3e-06
1470316246,9946808815002441;0,027878
1470316246,9960129261016846;0,001332
1470316246,9960150718688965;0,004768
1470316247,0226469039916992;0,026602
1470316247,0612399578094482;0,015176
1470316247,0998470783233643;0,038574
1470316247,0998489856719971;2e-06
1470316247,1304628849029541;0,030583
1470316247,1304650306701660;2e-06
1470316247,1331279277801514;0,002637
1470316247,1331300735473633;2e-06
1470316247,1331319808959961;2e-06
1470316247,1331338882446289;2e-06
1470316247,1344571113586426;0,001293
1470316247,1344590187072754;2e-06
1470316247,1344630718231201;4e-06
1470316247,1344649791717529;2e-06
1470316247,1557550430297852;0,009841
1470316247,1597468852996826;0,003963
1470316247,1664021015167236;0,004646
1470316247,1996870040893555;0,03994
1470316247,1996889114379883;2e-06
1470316247,1996910572052002;2e-06
1470316247,2276389598846436;0,027917
1470316247,2702369689941406;0,009908
1470316247,2702391147613525;2e-06
1470316247,2728970050811768;0,002629
1470316247,3168280124664307;0,043931
1470316247,3540980815887451;0,003387
1470316247,3634190559387207;0,009294
1470316247,3634209632873535;2e-06
1470316247,4020240306854248;0,036172
1470316247,4166660308837891;0,005125
1470316247,4219930171966553;0,005327
1470316247,4219939708709717;1e-06
1470316247,4792339801788330;0,012576
1470316247,4792389869689941;5e-06
1470316247,4792408943176270;2e-06
1470316247,4938769340515137;0,014603
1470316247,4938790798187256;2e-06
1470316247,5391368865966797;0,045227
1470316247,5391409397125244;4e-06
1470316247,5524508953094482;0,013283
1470316247,6017079353332520;0,049257
1470316247,6017100811004639;2e-06
1470316247,6017119884490967;2e-06
1470316247,6030390262603760;0,001281
1470316247,6030430793762207;4e-06
1470316247,6030449867248535;2e-06
1470316247,6030468940734863;2e-06
1470316247,6030490398406982;2e-06
1470316247,6030509471893311;2e-06
1470316247,6030530929565430;2e-06
1470316247,6030540466308594;0,014239
1470316247,6176769733428955;0,002517
1470316247,6256659030914307;0,007948
1470316247,6509659290313721;0,0253
1470316247,6908888816833496;0,019422
1470316247,7428081035614014;0,051888
1470316247,7441380023956299;0,00133
1470316247,7441399097442627;2e-06
1470316247,7561180591583252;0,011955
1470316247,7614419460296631;0,004947
1470316247,8000490665435791;0,043931
1470316247,8000528812408447;4e-06
1470316247,8253400325775146;0,025262
1470316247,8759250640869141;0,000692
1470316247,8985619544982910;0,022637
1470316247,8985641002655029;2e-06
1470316247,8985650539398193;1e-06
1470316247,8985660076141357;1e-06
1470316247,9318339824676514;0,033231
1470316247,9504699707031250;0,007455
1470316247,9957349300384521;0,063901
1470316247,9957370758056641;2e-06
1470316247,9957408905029297;4e-06
1470316248,0250179767608643;0,029245
1470316248,0609669685363770;0,035949
1470316248,0609700679779053;3e-06
1470316248,0609710216522217;1e-06
1470316248,0609729290008545;2e-06
1470316248,0609769821166992;4e-06
1470316248,0609779357910156;1e-06
1470316248,0609800815582275;2e-06
1470316248,0609810352325439;1e-06
1470316248,0609829425811768;2e-06
1470316248,0942370891571045;0,024555
1470316248,1368370056152344;0,04257
1470316248,1368379592895508;0,006286
1470316248,1581349372863770;0,021257
1470316248,2366900444030762;0,078555
1470316248,2366929054260254;3e-06
1470316248,2726221084594727;0,00181
1470316248,2726249694824219;3e-06
1470316248,2726271152496338;2e-06
1470316248,2899239063262939;0,017258
1470316248,3032319545745850;0,013276
1470316248,3378489017486572;0,034617
1470316248,3378510475158691;2e-06
1470316248,3378520011901855;0,020765
1470316248,3405060768127441;0,002601
1470316248,3538200855255127;0,005503
1470316248,3538200855255127;0
1470316248,4217131137847900;0,067893
1470316248,4217150211334229;2e-06
1470316248,4509940147399902;0,029248
1470316248,4922630786895752;0,012673
1470316248,5255498886108398;0,033259
1470316248,5255529880523682;3e-06
1470316248,5255570411682129;4e-06
1470316248,5255589485168457;2e-06
1470316248,5255599021911621;1e-06
1470316248,5255620479583740;2e-06
1470316248,5255649089813232;3e-06
1470316248,5255670547485352;2e-06
1470316248,5268740653991699;0,001162
1470316248,5495018959045410;0,010606
1470316248,5708119869232178;0,043938
1470316248,5708150863647461;3e-06
1470316248,5961029529571533;0,025228
1470316248,6573359966278076;0,061233
1470316248,6573379039764404;2e-06
1470316248,6852900981903076;0,027913
1470316248,7159049510955811;0,030098
1470316248,7478480339050293;0,004964
1470316248,7611629962921143;0,045214
1470316248,7611649036407471;2e-06
1470316248,7957749366760254;0,034576
1470316248,7957770824432373;2e-06
1470316248,7957789897918701;2e-06
1470316248,8223950862884521;0,011636
1470316248,8223960399627686;1e-06
1470316248,8343770503997803;0,011981
1470316248,8343789577484131;2e-06
1470316248,8756449222564697;0,041237
1470316248,8756470680236816;2e-06
1470316248,8862929344177246;0,010619
1470316248,9169089794158936;0,004127
1470316248,9248950481414795;0,028644
1470316248,9661660194396973;0,041247
1470316248,9661691188812256;3e-06
1470316249,0034370422363281;0,037235
1470316249,0047719478607178;0,0013
1470316249,0047760009765625;4e-06
1470316249,0047779083251953;2e-06
1470316249,0047800540924072;2e-06
1470316249,0047819614410400;2e-06
1470316249,0047841072082520;2e-06
1470316249,0087630748748779;0,003949
1470316249,0087640285491943;1e-06
1470316249,0087659358978271;2e-06
1470316249,0393788814544678;0,030587
1470316249,0713300704956055;0,031919
1470316249,0713319778442383;2e-06
1470316249,0713338851928711;2e-06
1470316249,0952899456024170;0,023926
1470316249,1072680950164795;0,007935
1470316249,1312310695648193;0,035941
1470316249,1312348842620850;4e-06
1470316249,1698350906372070;0,02863
1470316249,1951389312744141;0,025274
1470316249,2377369403839111;0,027514
1470316249,2377390861511230;2e-06
1470316249,2683470249176025;0,030561
1470316249,2883119583129883;0,007235
1470316249,2883129119873047;1e-06
1470316249,3122699260711670;0,009377
1470316249,3282480239868164;0,039935
1470316249,3282499313354492;2e-06
1470316249,3282520771026611;2e-06
1470316249,3628559112548828;0,017954
1470316249,3628590106964111;3e-06
1470316249,4014639854431152;0,038576
1470316249,4014658927917480;2e-06
1470316249,4440600872039795;0,023356
1470316249,4773459434509277;0,033251
1470316249,4773480892181396;2e-06
1470316249,4773499965667725;2e-06
1470316249,4773519039154053;2e-06
1470316249,4773530960083008;1e-06
1470316249,4773569107055664;4e-06
1470316249,4773590564727783;2e-06
1470316249,4786720275878906;0,001196
1470316249,4786739349365234;2e-06
1470316249,4786748886108398;1e-06
1470316249,5079560279846191;0,017014
1470316249,5079569816589355;0,026019
1470316249,5146100521087646;0,006614
1470316249,6024780273437500;0,094521
1470316249,6024830341339111;5e-06
1470316249,6024858951568604;3e-06
1470316249,6277658939361572;0,020609
1470316249,6690309047698975;0,041219
1470316249,6690330505371094;2e-06
1470316249,6943209171295166;0,008681
1470316249,6969819068908691;0,002898
1470316249,7422420978546143;0,047893
1470316249,7515609264373779;0,00619
1470316249,7928309440612793;0,04127
1470316249,7928330898284912;2e-06
1470316249,7968249320983887;0,003961
1470316249,8341059684753418;0,023131
1470316249,8769969940185547;0,042836
1470316249,8770000934600830;3e-06
1470316249,8770010471343994;1e-06
1470316249,8942909240722656;0,017236
1470316249,9036118984222412;0,005412
1470316249,9195859432220459;0,025264
1470316249,9195909500122070;5e-06
1470316249,9209229946136475;0,001299
1470316249,9209249019622803;2e-06
1470316249,9209280014038086;3e-06
1470316249,9209299087524414;2e-06
1470316249,9209320545196533;2e-06
1470316249,9209339618682861;2e-06
1470316249,9209380149841309;4e-06
1470316249,9209389686584473;1e-06
1470316249,9635140895843506;0,042462
1470316249,9954628944396973;0,023325
1470316250,0220859050750732;0,026593
1470316250,0566968917846680;0,012622
1470316250,0859830379486084;0,029255
1470316250,0939700603485107;0,008291
1470316250,1299109458923340;0,036678
1470316250,1379010677337646;0,00799
1470316250,1379060745239258;5e-06
1470316250,1565361022949219;0,018605
1470316250,2031319141387939;0,046596
1470316250,2031340599060059;2e-06
1470316250,2417359352111816;0,029869
1470316250,2417368888854980;1e-06
1470316250,2417380809783936;1e-06
1470316250,2656919956207275;0,018031
1470316250,3016328811645508;0,011832
1470316250,3136150836944580;0,047923
1470316250,3136179447174072;3e-06
1470316250,3269250392913818;0,013281
1470316250,4041481018066406;0,077223
1470316250,4041519165039062;4e-06
1470316250,4041550159454346;3e-06
1470316250,4041569232940674;2e-06
1470316250,4054749011993408;0,001262
1470316250,4054780006408691;3e-06
1470316250,4054799079895020;2e-06
1470316250,4054820537567139;2e-06
1470316250,4054830074310303;1e-06
1470316250,4320969581604004;0,019073
1470316250,4321010112762451;4e-06
1470316250,4627110958099365;0,030559
1470316250,5092999935150146;0,046549
1470316250,5159540176391602;0,005832
1470316250,5212769508361816;0,011977
1470316250,5239400863647461;0,002641
1470316250,6184580326080322;0,009757
1470316250,6437509059906006;0,025258
1470316250,6437530517578125;2e-06
1470316250,6796910762786865;0,015825
1470316250,6810250282287598;0,020666
1470316250,6810278892517090;3e-06
1470316250,6810300350189209;2e-06
1470316250,7009949684143066;0,019932
1470316250,7009971141815186;2e-06
1470316250,7422599792480469;0,041221
1470316250,7422618865966797;2e-06
1470316250,7675490379333496;0,025258
1470316250,8381021022796631;0,070553
1470316250,8381040096282959;2e-06
1470316250,8554050922393799;0,005027
1470316250,8580689430236816;0,019938
1470316250,8580698966979980;1e-06
1470316250,8580720424652100;2e-06
1470316250,8594040870666504;0,001308
1470316250,8594090938568115;5e-06
1470316250,8594100475311279;1e-06
1470316250,8594119548797607;2e-06
1470316250,8594141006469727;2e-06
1470316250,8594160079956055;2e-06
1470316250,8594179153442383;2e-06
1470316250,8980059623718262;0,038555
1470316250,8980081081390381;2e-06
1470316250,8980100154876709;2e-06
1470316250,9153079986572266;0,017272
1470316250,9579100608825684;0,042602
1470316250,9579141139984131;4e-06
1470316250,9818689823150635;0,023928
1470316251,0457739830017090;0,007775
1470316251,0564219951629639;0,074553
1470316251,0564250946044922;3e-06
1470316251,0803771018981934;0,007434
1470316251,0803780555725098;1e-06
1470316251,0817050933837891;0,001296
1470316251,1642439365386963;0,082539
1470316251,1828799247741699;0,018592
1470316251,1948609352111816;0,011981
1470316251,1961901187896729;0,001298
1470316251,1961920261383057;2e-06
1470316251,2268118858337402;0,030597
1470316251,2268140316009521;2e-06
1470316251,2654109001159668;0,038568
1470316251,2667410373687744;0,00133
1470316251,2787220478057861;0,003509
1470316251,2973608970642090;0,014819
1470316251,2973630428314209;2e-06
1470316251,2973639965057373;1e-06
1470316251,3000199794769287;0,002623
1470316251,3333079814910889;0,033288
1470316251,3333098888397217;2e-06
1470316251,3333120346069336;2e-06
1470316251,3333139419555664;2e-06
1470316251,3333170413970947;3e-06
1470316251,3333189487457275;2e-06
1470316251,3399589061737061;0,006606
1470316251,3399610519409180;2e-06
1470316251,3399629592895508;2e-06
1470316251,3399651050567627;2e-06
1470316251,3599259853363037;0,019935
1470316251,4650869369506836;0,002939
1470316251,4797379970550537;0,119812
1470316251,4797389507293701;1e-06
1470316251,4797410964965820;2e-06
1470316251,5036959648132324;0,012454
1470316251,5036981105804443;2e-06
1470316251,5303220748901367;0,026624
1470316251,5303249359130859;3e-06
1470316251,5609359741210938;0,030574
1470316251,6354789733886719;0,008629
1470316251,6354811191558838;2e-06
1470316251,6394720077514648;0,003962
1470316251,6647648811340332;0,025293
1470316251,6700890064239502;0,00327
1470316251,7406449317932129;0,07588
1470316251,7419769763946533;0,001299
1470316251,7419788837432861;2e-06
1470316251,7592809200286865;0,017274
1470316251,7978889942169189;0,038608
1470316251,7978909015655518;2e-06
1470316251,7978930473327637;2e-06
1470316251,7978949546813965;2e-06
1470316251,7992188930511475;0,001294
1470316251,7992210388183594;2e-06
1470316251,7992238998413086;3e-06
1470316251,7992260456085205;2e-06
1470316251,7992279529571533;2e-06
1470316251,7992300987243652;2e-06
1470316251,8178529739379883;0,018596
1470316251,8737609386444092;0,002851
1470316251,9030499458312988;0,005346
1470316251,9057109355926514;0,002619
1470316251,9070389270782471;0,001328
1470316251,9243469238281250;0,017308
1470316251,9775929450988770;0,004585
1470316252,0175340175628662;0,039941
1470316252,0175371170043945;3e-06
1470316252,0188639163970947;0,001293
1470316252,0321810245513916;0,013317
1470316252,0321838855743408;3e-06
1470316252,0468220710754395;0,005886
1470316252,0721180438995361;0,039891
1470316252,0721220970153809;4e-06
1470316252,0960741043090820;0,023892
1470316252,1226999759674072;0,012607
1470316252,1280229091644287;0,005265
1470316252,1652939319610596;0,037271
1470316252,1679511070251465;0,002619
1470316252,1985719203948975;0,020661
1470316252,2544820308685303;0,009507
1470316252,2558090686798096;0,057237
1470316252,2571508884429932;0,001313
1470316252,2571530342102051;2e-06
1470316252,2571549415588379;2e-06
1470316252,2571570873260498;2e-06
1470316252,2571580410003662;1e-06
1470316252,2571599483489990;2e-06
1470316252,2571640014648438;4e-06
1470316252,2571649551391602;1e-06
1470316252,2970809936523438;0,039789
1470316252,2970829010009766;2e-06
1470316252,3410069942474365;0,033921
1470316252,3609750270843506;0,019937
1470316252,3982489109039307;0,037274
1470316252,3982539176940918;5e-06
1470316252,4182159900665283;0,019938
1470316252,4608130455017090;0,011751
1470316252,4794499874114990;0,003324
1470316252,4994199275970459;0,019939
1470316252,4994220733642578;2e-06
1470316252,5327000617980957;0,022051
1470316252,5327050685882568;5e-06
1470316252,5327069759368896;2e-06
1470316252,5327088832855225;2e-06
1470316252,5566570758819580;0,002831
1470316252,5579888820648193;0,001332
1470316252,5579919815063477;3e-06
1470316252,5939359664916992;0,035921
1470316252,5939390659332275;3e-06
1470316252,6165630817413330;0,022585
1470316252,6551671028137207;0,002813
1470316252,6817901134490967;0,002051
1470316252,6884560585021973;0,006634
1470316252,6884589195251465;3e-06
1470316252,7230720520019531;0,034567
1470316252,7230749130249023;3e-06
1470316252,7230770587921143;2e-06
1470316252,7230789661407471;2e-06
1470316252,7243890762329102;0,001247
1470316252,7243909835815430;2e-06
1470316252,7377030849456787;0,010245
1470316252,7377049922943115;2e-06
1470316252,7377068996429443;2e-06
1470316252,7377099990844727;3e-06
1470316252,7403628826141357;0,00262
1470316252,7683160305023193;0,012689
1470316252,8016049861907959;0,033289
1470316252,8016068935394287;2e-06
1470316252,8016090393066406;2e-06
1470316252,8322141170501709;0,030563
1470316252,8441929817199707;0,004487
1470316252,8681581020355225;0,035944
1470316252,8681590557098389;1e-06
1470316252,8894560337066650;0,000663
1470316252,8934481143951416;0,003962
1470316252,9227340221405029;0,029261
1470316252,9693269729614258;0,046593
1470316252,9693291187286377;2e-06
1470316252,9892940521240234;0,016507
1470316253,0225729942321777;0,006863
1470316253,0225739479064941;1e-06
1470316253,0452029705047607;0,018963
1470316253,0625100135803223;0,039936
1470316253,0625131130218506;3e-06
1470316253,0625140666961670;1e-06
1470316253,1091001033782959;0,015218
1470316253,1130940914154053;0,003967
1470316253,1437129974365234;0,030619
1470316253,1437180042266846;5e-06
1470316253,1636788845062256;0,019926
1470316253,1969621181488037;0,01667
1470316253,1969640254974365;2e-06
1470316253,1996219158172607;0,002619
1470316253,1996250152587891;3e-06
1470316253,1996269226074219;2e-06
1470316253,1996290683746338;2e-06
1470316253,2009539604187012;0,001298
1470316253,2009561061859131;2e-06
1470316253,2009570598602295;1e-06
1470316253,2009589672088623;2e-06
1470316253,2195880413055420;0,005847
1470316253,2395548820495605;0,03857
1470316253,2555398941040039;0,015955
1470316253,3047881126403809;0,005987
1470316253,3447248935699463;0,039886
1470316253,3447279930114746;3e-06
1470316253,3447299003601074;2e-06
1470316253,3606948852539062;0,01592
1470316253,4072868824005127;0,020481
1470316253,4086160659790039;0,001295
1470316253,4232580661773682;0,005398
1470316253,4844930171966553;0,00363
1470316253,5124480724334717;0,027955
1470316253,5124499797821045;2e-06
1470316253,5404028892517090;0,027928
1470316253,5949819087982178;0,003259
1470316253,6149508953094482;0,019937
1470316253,6149530410766602;2e-06
1470316253,6162800788879395;0,0013
1470316253,6295909881591797;0,007496
1470316253,6575489044189453;0,041269
1470316253,6575510501861572;2e-06
1470316253,6775150299072266;0,019935
1470316253,6788530349731445;0,001338
1470316253,6788549423217773;2e-06
1470316253,6788570880889893;2e-06
1470316253,6788599491119385;3e-06
1470316253,6788620948791504;2e-06
1470316253,6788640022277832;2e-06
1470316253,6788659095764160;2e-06
1470316253,6788680553436279;2e-06
1470316253,6788690090179443;1e-06
1470316253,7001509666442871;0,015356
1470316253,7307610511779785;0,030561
1470316253,7973239421844482;0,066563
1470316253,7973260879516602;2e-06
1470316253,8226199150085449;0,014144
1470316253,8239450454711914;0,026593
1470316253,8705489635467529;0,046604
1470316253,8718709945678711;0,001267
1470316253,8718760013580322;5e-06
1470316253,8971700668334961;0,025266
1470316253,9264500141143799;0,02928
1470316253,9264531135559082;3e-06
1470316253,9530720710754395;0,026565
1470316254,0009939670562744;0,00498
1470316254,0236239433288574;0,070552
1470316254,0236260890960693;2e-06
1470316254,0236279964447021;2e-06
1470316254,0515780448913574;0,027917
1470316254,1207990646362305;0,069221
1470316254,1221370697021484;0,001316
1470316254,1221389770507812;2e-06
1470316254,1221408843994141;2e-06
1470316254,1221449375152588;4e-06
1470316254,1221470832824707;2e-06
1470316254,1221489906311035;2e-06
1470316254,1221499443054199;1e-06
1470316254,1221520900726318;2e-06
1470316254,1620669364929199;0,039799
1470316254,1620690822601318;2e-06
1470316254,1873600482940674;0,003607
1470316254,1980080604553223;0,010617
1470316254,1980090141296387;1e-06
1470316254,1980099678039551;1e-06
1470316254,2073240280151367;0,007203
1470316254,2698929309844971;0,071883
1470316254,2698969841003418;4e-06
1470316254,2938520908355713;0,023929
1470316254,3630769252777100;0,069225
1470316254,3630790710449219;2e-06
1470316254,3950240612030029;0,008378
1470316254,3950250148773193;0,004883
1470316254,4056758880615234;0,010615
1470316254,4056780338287354;2e-06
1470316254,4056799411773682;2e-06
1470316254,4056820869445801;2e-06
1470316254,4496009349822998;0,043886
1470316254,4496030807495117;2e-06
1470316254,4868750572204590;0,037246
1470316254,4868791103363037;4e-06
1470316254,5001909732818604;0,013286
1470316254,5640869140625000;0,063896
1470316254,5640890598297119;2e-06
1470316254,5827178955078125;0,009126
1470316254,5973711013793945;0,002834
1470316254,5973730087280273;2e-06
1470316254,5973749160766602;2e-06
1470316254,5973770618438721;2e-06
1470316254,5973789691925049;2e-06
1470316254,5973799228668213;1e-06
1470316254,5973839759826660;4e-06
1470316254,5973858833312988;2e-06
1470316254,5973870754241943;1e-06
1470316254,5973889827728271;2e-06
1470316254,6066839694976807;0,009164
1470316254,6066861152648926;2e-06
1470316254,6372990608215332;0,019893
1470316254,6719110012054443;0,034576
1470316254,6719119548797607;1e-06
1470316254,6719141006469727;2e-06
1470316254,7118449211120605;0,0399
1470316254,7371389865875244;0,025294
1470316254,7371420860290527;3e-06
1470316254,7677540779113770;0,013969
1470316254,7877209186553955;0,010448
1470316254,7943770885467529;0,026593
1470316254,8329830169677734;0,035332
1470316254,8329849243164062;2e-06
1470316254,8609371185302734;0,027923
1470316254,8915529251098633;0,002463
1470316254,9101929664611816;0,01864
1470316254,9381499290466309;0,027957
1470316254,9381549358367920;5e-06
1470316254,9381580352783203;3e-06
1470316254,9527881145477295;0,005571
1470316255,0020430088043213;0,028651
1470316255,0073659420013428;0,005294
1470316255,0140221118927002;0,006656
1470316255,0140240192413330;2e-06
1470316255,0419778823852539;0,016702
1470316255,0699400901794434;0,027962
1470316255,0699419975280762;2e-06
1470316255,0699439048767090;2e-06
1470316255,0712730884552002;0,001292
1470316255,0712749958038330;2e-06
1470316255,0712790489196777;4e-06
1470316255,0712809562683105;2e-06
1470316255,0712819099426270;1e-06
1470316255,0712840557098389;2e-06
1470316255,0712859630584717;2e-06
1470316255,0938959121704102;0,000469
1470316255,1032190322875977;0,009294
1470316255,1245319843292236;0,021273
1470316255,1551289558410645;0,004319
1470316255,1950740814208984;0,015385
1470316255,2123699188232422;0,017234
1470316255,2137010097503662;0,001331
1470316255,2137029170989990;2e-06
1470316255,2363309860229492;0,004924
1470316255,2669520378112793;0,030621
1470316255,2669539451599121;2e-06
1470316255,3095469474792480;0,042558
1470316255,3654580116271973;0,017654
1470316255,3654589653015137;1e-06
1470316255,3654589653015137;0
1470316255,3654599189758301;0,010029
1470316255,3960740566253662;0,012685
1470316255,3960759639739990;2e-06
1470316255,3960769176483154;1e-06
1470316255,4253599643707275;0,029254
1470316255,4706239700317383;0,033966
1470316255,4706261157989502;2e-06
1470316255,4706280231475830;2e-06
1470316255,4945940971374512;0,02393
1470316255,4945979118347168;4e-06
1470316255,5238709449768066;0,029217
1470316255,5252020359039307;0,001331
1470316255,5252029895782471;1e-06
1470316255,5252060890197754;3e-06
1470316255,5252070426940918;1e-06
1470316255,5252089500427246;2e-06
1470316255,5252099037170410;1e-06
1470316255,5252110958099365;1e-06
1470316255,5252130031585693;2e-06
1470316255,5252139568328857;1e-06
1470316255,5305290222167969;0,005741
1470316255,5664660930633545;0,015358
1470316255,6010808944702148;0,034578
1470316255,6396839618682861;0,03855
1470316255,6636428833007812;0,023959
1470316255,6636459827423096;3e-06
1470316255,6902630329132080;0,009949
1470316255,7328610420227051;0,003398
1470316255,7501690387725830;0,059876
1470316255,7501709461212158;2e-06
1470316255,7501730918884277;2e-06
1470316255,7661409378051758;0,015937
1470316255,7887699604034424;0,002216
1470316255,8007550239562988;0,011985
1470316255,8007569313049316;2e-06
1470316255,8287069797515869;0,010758
1470316255,8287079334259033;1e-06
1470316255,8353619575500488;0,006654
1470316255,9085791110992432;0,021985
1470316255,9085810184478760;2e-06
1470316255,9232211112976074;0,014614
1470316255,9418570995330811;0,008292
1470316256,0057559013366699;0,013135
1470316256,0057580471038818;2e-06
1470316256,0190689563751221;0,013283
1470316256,0190720558166504;3e-06
1470316256,0190749168395996;3e-06
1470316256,0190770626068115;2e-06
1470316256,0190789699554443;2e-06
1470316256,0204000473022461;0,001289
1470316256,0204019546508789;2e-06
1470316256,0204029083251953;1e-06
1470316256,0283830165863037;0,002896
1470316256,0483539104461670;0,019971
1470316256,0483570098876953;3e-06
1470316256,0842950344085693;0,03591
1470316256,1175849437713623;0,024397
1470316256,1375429630279541;0,019893
1470316256,1375451087951660;2e-06
1470316256,1428709030151367;0,005821
1470316256,1561870574951172;0,018619
1470316256,2027690410614014;0,004607
1470316256,2387130260467529;0,009904
1470316256,2387149333953857;2e-06
1470316256,2839899063110352;0,045244
1470316256,2839920520782471;2e-06
1470316256,2839939594268799;2e-06
1470316256,2839949131011963;1e-06
1470316256,2959539890289307;0,011084
1470316256,2959558963775635;2e-06
1470316256,3026070594787598;0,004078
1470316256,3119258880615234;0,009319
1470316256,3305621147155762;0,005368
1470316256,3505311012268066;0,038605
1470316256,3505349159240723;4e-06
1470316256,3665030002593994;0,015943
1470316256,4343979358673096;0,067895
1470316256,4344000816345215;2e-06
1470316256,4344019889831543;2e-06
1470316256,4530310630798340;0,005188
1470316256,4823200702667236;0,029267
1470316256,4969639778137207;0,014644
1470316256,4969658851623535;2e-06
1470316256,4969680309295654;2e-06
1470316256,4982979297637939;0,001299
1470316256,4983000755310059;2e-06
1470316256,4983019828796387;2e-06
1470316256,4983029365539551;1e-06
1470316256,4983050823211670;2e-06
1470316256,4983060359954834;1e-06
1470316256,4983100891113281;4e-06
1470316256,5195920467376709;0,013885
1470316256,5195939540863037;0,007818
1470316256,5262460708618164;0,006614
1470316256,5448839664459229;0,018638
1470316256,5462169647216797;0,001333
1470316256,5462191104888916;2e-06
1470316256,5715079307556152;0,013894
1470316256,6114480495452881;0,039911
1470316256,6114509105682373;3e-06
1470316256,6260859966278076;0,007277
1470316256,6314110755920410;0,00529
1470316256,6686840057373047;0,037273
1470316256,7086269855499268;0,021926
1470316256,7086300849914551;3e-06
1470316256,7086310386657715;0,00926
1470316256,7299230098724365;0,021222
1470316256,7658579349517822;0,008603
1470316256,7658588886260986;1e-06
1470316256,8004770278930664;0,034618
1470316256,8191120624542236;0,018635
1470316256,8191139698028564;2e-06
1470316256,8191161155700684;2e-06
1470316256,8417389392852783;0,022581
1470316256,8417420387268066;3e-06
1470316256,8670320510864258;0,025265
1470316256,8670361042022705;4e-06
1470316256,8963160514831543;0,010548
1470316256,8963170051574707;0,002095
1470316256,8989789485931396;0,002662
1470316256,9588859081268311;0,059907
1470316256,9588871002197266;1e-06
1470316256,9588890075683594;2e-06
1470316256,9602169990539551;0,001299
1470316256,9602210521697998;4e-06
1470316256,9602229595184326;2e-06
1470316256,9602239131927490;1e-06
1470316256,9602270126342773;3e-06
1470316256,9602279663085938;1e-06
